PRODUCT_CODE,DEVICE_NAME
JLS,"Radioimmunoassay, Progesterone"
JLT,"Acid, Pyruvic, Enzymatic (U.V.)"
JLW,"Radioimmunoassay, Thyroid-Stimulating Hormone"
JLX,"Radioimmunoassay, 17-Hydroxyprogesterone"
JLY,"Phosphoglycerate Mutase (Colorimetric), 2,3-Diphosphoglyceric Acid"
JLZ,"Nadh, Phosphoglycerate Mutase, Atp (U.V.) 2,3-Diphosphoglyceric Acid"
JMA,"Acid, Ascorbic, 2,4-Dinitrophenylhydrazine (Spectrophotometric)"
JMD,"Radioimmunoassay, Total Estrogens, Nonpregnancy"
JME,"Radioimmunoassay, Glucagon"
JMF,"Radioimmunoassay, Human Placental Lactogen"
JMI,"Chromatographic, Histidine"
JMJ,"Microbiological, Histidine"
JMK,"Acid, Alpha-Ketobutyric And Nadh (U.V.), Hydroxybutyric Dehydrogenase"
JMM,"Column Chromatography & Color Development, Hydroxyproline"
JMN,"Extraction Plus Chromatography With Color By Ninhydrin, Hydroxyproline"
JMO,Ferrozine (Colorimetric) Iron Binding Capacity
JMQ,"M. Lysodeikticus Cells (Spectrophotometric), Lysozyme (Muramidase)"
JMR,"Immunochemical, Lysozyme (Muramidase)"
JMS,"Acid, Oxalacetic And Nadh Oxidation (U.V.), Malic Dehydrogenase"
JMT,"Diazo (Colorimetric), Nitrite (Urinary, Non-Quant)"
JMW,"2,4-Dinitrofluorobenzene (Spectroscopic), Nitrogen (Amino-Nitrogen)"
JMX,"Ninhydrin, Nitrogen (Amino-Nitrogen)"
JMY,"Citrulline, Arsenate, Nessler (Colorimetry), Ornithine Carbamyl Transferase"
JMZ,"Comparison Of Freezing Points & Stds. Of Known Osmotic Pressure, Osmolality"
JNA,"Vapor Pressure, Osmolality Of Serum & Urine"
JNB,"Ninhydrin And L-Leucyl-L-Alanine (Fluorimetric), Phenylalanine"
JNC,"Column Or Paper Chromatography Plus Ninhydrin, Phenylalanine"
JND,"Nadp Reduction, 6-Phosphogluconate Dehydrogenase"
JNE,"Glucose-6-Phosphate (Colorimetric), Phosphohexose Isomerase"
JNF,"Ion-Exchange Resin, Ehrlich'S Reagent, Porphobilinogen"
JNG,"Radioimmunoassay, Pregnenolone"
JNJ,"Phosphoenol Pyruvate, Adp, Nadh, Pyruvate Kinase"
JNK,"Beta-D-Fructose & Nadh Oxidation (U.V.), Sorbitol Dehydrogenase"
JNN,"P-Toluenesulphonyl-L-Arginine Methyl Ester (U.V.), Trypsin"
JNO,"N-Benzoyl-L-Arginine Ethyl Ester (U.V.), Trypsin"
JNP,"Infrared Spectroscopy Measurement, Urinary Calculi (Stone)"
JNQ,"Qualitative Chemical Reactions, Urinary Calculi (Stone)"
JNS,"Stannous Chloride - Hydrazine, Phospholipids"
JNT,"Chromatographic, Phospholipids"
JNX,"Membrane Osmometry, Plasma Oncometry"
JNY,"Glyceralde-3-Phosphate, Nadh (Enzymatic), Triose Phosphate Isomerase"
JNZ,"Fluorometric, Uroporphyrin"
JOA,"Acid, Trifluoroacetic, Vitamin A, Hexane Extraction"
JOB,"Hexane Extraction, Fluorescence, Vitamin E"
JOC,"Colorimetric, Xylose"
JPZ,"Colorimetric Method, Gamma-Glutamyl Transpeptidase"
JQA,"Electrophoretic, Gamma-Glutamyl Transpeptidase Isoenzymes"
JQB,"Kinetic Method, Gamma-Glutamyl Transpeptidase"
JQC,"Centrifuges (Micro, Ultra, Refrigerated) For Clinical Use"
JQD,"Resin, Ion-Exchange, Thioglycolic Acid, Colorimetry, Iron Binding Capacity"
JQE,"Resin, Ion-Exchange, Ascorbic Acid, Colorimetry, Iron Binding Capacity"
JQF,"Bathophenanthroline, Iron Binding Capacity"
JQG,"Radiometric, Fe59, Iron Binding Capacity"
JQH,"Trinitrobenzene Sulfonate (Spectroscopic), Nitrogen (Amino-Nitrogen)"
JQI,"Rotating Disc, Plasma Viscometry"
JQJ,"Densitometeric, Protein Fractionation"
JQK,"Immunodiffusion, Protein Fractionation"
JQL,"Spectrophotometric, Uroporphyrin"
JQM,"P-Bromoaniline, Xylose"
JQN,"Colorimetric, Mucopolysaccharides"
JQO,"Balance, Analytical"
JQP,"Calculator/Data Processing Module, For Clinical Use"
JQQ,Dialyzer
JQT,"Densitometer/Scanner (Integrating, Reflectance, Tlc, Radiochromat.) Clinica"
JQW,"Station, Pipetting And Diluting, For Clinical Use"
JQX,"Nephelometer, For Clinical Use"
JQY,Ph Meter
JQZ,Polarimeter
JRA,"Microtitrator, For Clinical Use"
JRB,Micro Mixer
JRC,Micro Pipette
JRE,Refractometer For Clinical Use
JRG,"Block, Heating"
JRI,"Cuvette, Thermostated"
JRJ,"Unit, Drying"
JRK,Evaporator
JRL,"Unit, Filter, Membrane"
JRM,Freezer
JRO,Blender/Mixer
JRQ,Shaker/Stirrer
JRR,"Regulator, Temperature"
JRS,"Purifier, Water (Absorption, Deionization, Membrane Filter, Reverse Osmosis)"
KHM,"Nephelometric, Amylase"
KHO,"Fluorometer, For Clinical Use"
KHP,"Acid, Lactic, Enzymatic Method"
KHQ,"Radioassay, Triiodothyronine Uptake"
KHS,"Enzymatic, Carbon-Dioxide"
KLI,"Enzyme Immunoassay, Non-Radiolabeled, Total Thyroxine"
KLJ,"Nad Reduction (U.V.), Phosphohexose Isomerase"
KMS,"Phenolphthalein Colorimetry, Carbon-Dioxide"
KNK,"Acid, Uric, Uricase (Colorimetric)"
KQN,"Radioassay, Angiotensin Converting Enzyme"
KQO,Automated Urinalysis System
KQP,"Fluorescent Proc. (Qual.), Galactose-1-Phosphate Uridyl Transferase"
KWW,"Radioimmunoassay, Cholyglycine, Bile Acids"
KWX,"Radioimmunoassay, Conjugated Sulfalithocholic (Slcg) Acid, Bile Acids"
LBR,"Ldl & Vldl Precipitation, Hdl"
LBS,"Ldl & Vldl Precipitation, Cholesterol Via Esterase-Oxidase, Hdl"
LBT,"Electrophoresis, Cholesterol Via Esterase-Oxidase, Hdl"
LCH,"Tonometer (Calibration And Q.C. Of Blood-Gas Instruments), Clinical"
LCI,"Automated Radioimmunoassay Systems, For Clinical Use"
LCX,"Kit, Test, Pregnancy, Hcg, Over The Counter"
LFP,"Conductivity Rate, Urea Nitrogen"
LFQ,"Acid, Uric, Acid Reduction Of Ferric Ion"
LFR,"Glucose Dehydrogenase, Glucose"
LFS,"Radioreceptor Assay, Human Chorionic Gonadotropin"
LIG,"Radioassay, Intrinsic Factor Blocking Antibody"
LPS,Urinary Homocystine (Nonquantitative) Test System
LPT,"System, Test, Urinary Methylmalonic Acid"
LPW,"System, Test, Oxalate"
LXG,"Equipment, Laboratory, General Purpose, Labeled Or Promoted For A Specific Medical Use"
MMI,"Immunoassay Method, Troponin Subunit"
MPG,Urinary Carbohydrate Analysis Kit
MQM,Bilirubin (Total And Unbound) In The Neonate Test System
MRG,"System, Test, Vitamin D"
MRR,"System, Test, Low Density, Lipoprotein"
MRV,"Drink, Glucose Tolerance"
MSJ,Apolipoproteins
MSM,"System, Test, Lipoprotein(A)"
MYT,"Biosensor, Immunoassay, Cpk Or Isoenzymes"
MZU,"System, Test, Sodium, Enzymatic Method"
MZV,"Test, System, Potassium, Enzymatic Method"
NAK,"System, Test, Biotinidase"
NAL,"Test, Immunoassay, Biosensor, Hcg"
NAO,"Test, Carbohydrate Deficient Transferrin"
NAQ,"Lipoprotein, High Density, Hdl, Over The Counter"
NBC,"Test, Natriuretic Peptide"
NBW,"System, Test, Blood Glucose, Over The Counter"
NDR,"Enzyme Immunoassay, Inhibin-A"
NDY,"Test, Cystatin C"
NEO,"System, Test, Osteocalcin"
NHG,"Enzyme Immunoassay, Cortisol, Salivary"
NJV,"Test, Albumin Cobalt Binding"
NQL,"System, Test, Amino Acids, Free Carnitines And Acylcarnitines Tandem Mass Spectrometry"
NQM,Immunoassay For Detection Of Amniotic Fluid Protein(S).
NRH,"System, Breath Measurement"
NSU,Instrumentation For Clinical Multiplex Test Systems
NVV,"Digital Image, Storage And Communications, Non-Diagnostic, Laboratory Information System"
OAM,"Immunoassay, Insulin-Like Growth Factor Binding Protein-1"
OHQ,Multi-Analyte Controls Unassayed
OLD,"Internal  Polymerase Chain Reaction  Control, Not Assay Specific"
OND,Osmolality Of Tears
OOI,Real Time Nucleic Acid Amplification System
OSX,Galectin-3 In Vitro Diagnostic Assay
OTA,Mass Spectrometer For Clinical Multiplex Test Systems
OUL,"Thermocycler, Generic"
OVA,Complete Gene Expression Profiling Accessory Reagents
OYG,St2 Assay
OYJ,"Dna Specimen Collection, Saliva"
PCA,Dna Genetic Analyzer
PDJ,Hemoglobin A1c Test System
PDS,Amniotic Fluid Protein Immunoassay
PEG,Nucleic Acid Quantitation Kit
PER,"Automated Pipetting, Diluting And Specimen Processing Workstations For Flow Cytometric Analysis"
PFQ,Mmp-9 Test System
PHG,Droplet Digital Pcr System
PHV,Continuous Glucose Monitor Retrospective Data Analysis Software
PIG,Acute Kidney Injury Test System
PJC,Newborn Screening Specimen Collection Paper
PJD,Oral Fluid Drugs Of Abuse And Alcohol Test Specimen Collection Device
PJE,Blood/Plasma Collection Device For Dna Testing
PJT,Continuous Glucose Monitor Secondary Display
PKU,Insulin Pump Secondary Display
PQD,Blood Specimen Collection Convenience Kit (Excludes Hiv)
PQT,Alpha-L-Iduronidase (Idua) Newborn Screening Test System
PQU,Alpha-D-Glucosidase (Gaa) Newborn Screening Test System
PQV,�-Glucocerebrosidase (Gba) Newborn Screening Test System
PQW,Alpha-D-Galactosidase A (Gla) Newborn Screening Test System
PRJ,Capillary Blood Collection Device For Alternative Site Collection
PSL,25-Oh-Vitamin D Mass Spectrometry Test System
PSM,Refractometer For Donor Testing
PTC,Uric Acid Test System For At Home Prescription Use
PYP,Low-Density Lipoprotein (Ldl) Cholesterol Sub-Fraction Test
PYV,Hospital Continuous Glucose Monitoring System
PZI,Prescription Use Blood Glucose Meter For Near-Patient Testing
QBJ,"Integrated Continuous Glucose Monitoring System, Factory Calibrated"
QBZ,"Automated Platform Consisting Of Software And Instrumentation For Pooling And/Or Lysing Donor Blood, Serum, Or Plasma"
QCC,Insulin Pump Therapy Adjustment Calculator For Healthcare Professionals
QCL,Acid-Sphingomyelinase (Asm) Newborn Screening Test System
QCM,�-Galactocerebrosidase (Galc) Newborn Screening Test System
QDH,Menopause Test System
QDK,Integrated Continuous Glucose Monitoring System For Non-Intensive Diabetes Management
QDL,Integrated Continuous Glucose Monitoring System For Professional Retrospective Use
QEI,Breast Milk Macronutrients Test System
QFG,Alternate Controller Enabled Insulin Infusion Pump
QII,Integrated Continuous Glucose Monitoring System For Professional Directed Retrospective Or Real-Time Use
QJE,Muscular Dystrophy Newborn Screening Test
QJI,Interoperable Automated Glycemic Controller
QJS,"Interoperable Automated Glycemic Controller, Insulin Suspend"
QLG,"Integrated Continuous Glucose Monitoring System, Factory Calibrated, Not For Use With Automated Insulin Delivery Systems"
QMA,Blood Collection Device For Cell-Free Nucleic Acid
QQB,Prognostic Test For Assessment Of Liver Related Disease Progression
QRV,Setmelanotide Eligibility Gene Variant Detection System
QRX,Continuous Glucose Monitor Informed Insulin Dose Calculator
QWZ,Prognostic Test For Assessment Of Chronic Kidney Disease Progression
QZG,Menstrual Blood Collection Device
SAF,"Integrated Continuous Glucose Monitor For Non-Intensive Glucose Monitoring, Over-The-Counter"
SBA,Integrated Continuous Glucose Monitoring System With Sensor Containing Dexamethasone Acetate
SBH,"Integrated Continuous Glucose Monitor For Non-Intensive Glucose Management, Over-The-Counter"
OJQ,Cardiac Allograft Gene Expression Profiling Test System
LPI,"Kit, Assay, Progesterone Receptor"
LPJ,"Kit, Assay, Estrogen Receptor"
LZF,"Pump, Infusion, Analytical Sampling"
LZG,"Pump, Infusion, Insulin"
OPP,"Pump, Infusion, Insulin Bolus"
QXC,Diabetes Digital Therapeutic Device
JMG,"Radioimmunoassay (Two-Site Solid Phase), Ferritin"
QDJ,Direct-To-Consumer Access Pharmacogenetic Assessment System
MXB,"Test, Vaginal, Bacterial Sialidase"
OID,Sex Crimes / Sexual Assault / Suspect Evidence Collection Kit (Excludes Hiv Testing)
QUM,Human Immunodeficiency Virus (Hiv) Viral Load Monitoring Test
MPQ,"Container, Specimen, Urine, Drugs Of Abuse, Over The Counter"
MXT,"Device, Accessory, Cooling Plate For Tissue Embedding Station"
OHZ,Urine Transport Kit (Excludes Hiv Testing)
OIA,Neonatal Blood Collection Kit And Screening Form (Excludes Hiv Testing)
OIB,Blood And Urine Collection Kit (Excludes Hiv Testing)
OIE,Urine Collection Kit (Excludes Hiv Testing)
MXA,"System, Test, Breath Nitric Oxide"
OIC,Blood Alcohol Kit (Excludes Hiv Testing)
LHE,"Controller, Closed-Loop Blood Glucose"
LKV,"Enzyme Immunoassay, Fetal Fibronectin"
LMY,"Monitor, Skin Resistance/Skin Temperature,  For Insulin Reactions"
LTC,Hyaline Membrane Disease Assay
MDS,"Sensor, Glucose, Invasive"
MWQ,"System, Test, Total Antioxidant Status"
NCT,"Instrument, Glucose, Noninvasive Technology"
NQC,"Test, Breath Analysis, Volatile Organic Compounds"
NUK,"For Export Only - Antigen, Anti-Cardiac, Indirect Fluorescent Antibody Test System"
NUL,"For Export Only - Antigen, Anti-Skeletal, Indirect Fluorescent Antibody Test System"
OTV,Research Use Only/Clinical Chemistry Devices
OYC,"Pump, Infusion, Insulin, To Be Used With Invasive Glucose Sensor"
OZO,"Automated Insulin Dosing , Threshold Suspend"
OZP,"Automated Insulin Dosing Device System, Single Hormonal Control"
OZQ,"Automated Insulin Dosing  Device System, Bihormonal Control"
PAQ,"Test, Nr2 Antibody"
PAR,"Test, Volatile Organic Compounds Breath Analysis"
PDA,Investigational Use Only - Clinical Chemistry
PEJ,Salivary Estriol Test
PHK,"Test, Cell Mediated Immune Response, Liver And Small Bowel Transplant/Transplantation"
PQF,"Sensor, Glucose, Invasive, Non-Adjunctive"
PZE,"Sensor, Glucose, Invasive, Non-Adjunctive, Factory-Calibrated, User-Initiated"
QCD,"Continuous Glucose Monitor, Implanted, Adjunctive Use"
QHJ,"Sensor, Glucose, Implanted, Non-Adjunctive Use"
SCE,"Ivd Offered As Ldt, First Marketed Before May 6, 2024, Not Modified Beyond Scope Described In Preamble To Ldt Final Rule"
SCF,"Ldt, Unmet Need Within An Integrated Healthcare System"
SCG,Modified Version Of Another Manufacturer�S Fda-Authorized Test Within Scope Described In Preamble To Ldt Final Rule
SCH,"Ldt, Approved By Nys Clep"
SCI,"Ivd Offered As Ldt, Not An Ldt Or Under A Targeted Enforcement Discretion Policy Described In Preamble To Ldt Final Rule"
SCJ,"Ldt, Not Under A Targeted Enforcement Discretion Policy Described In Preamble To Ldt Final Rule"
CAC,"Apparatus, Autotransfusion"
BYS,"Oxygenator, Long Term Support Greater Than 6 Hours"
DPS,Electrocardiograph
DPT,"Probe, Blood-Flow, Extravascular"
DPW,"Flowmeter, Blood, Cardiovascular"
DQB,"Phlebograph, Impedance"
DQC,Phonocardiograph
DQD,"Stethoscope, Electronic"
DQE,"Catheter, Oximeter, Fiber-Optic"
DQG,"Microsphere, Trace"
DQH,"Cardiograph, Apex (Vibrocardiograph)"
DQK,"Computer, Diagnostic, Programmable"
DQO,"Catheter, Intravascular, Diagnostic"
DQP,"Kit, Balloon Repair, Catheter"
DQR,"Cannula, Catheter"
DQT,"Occluder, Catheter Tip"
DQX,"Wire, Guide, Catheter"
DQY,"Catheter, Percutaneous"
DRA,"Catheter, Steerable"
DRB,"Stylet, Catheter"
DRC,Trocar
DRE,"Dilator, Vessel, For Percutaneous Catheterization"
DRF,"Catheter, Electrode Recording, Or Probe, Electrode Recording"
DRG,"Transmitters And Receivers, Physiological Signal, Radiofrequency"
DRI,"Monitor, Line Isolation"
DRJ,"System, Signal Isolation"
DRK,"Dc-Defibrillator, High Energy, (Including Paddles)"
DRL,"Tester, Defibrillator"
DRM,"Compressor, Cardiac, External"
DRN,"Device, Counter-Pulsating, External"
DRO,"Pacemaker, Cardiac, External Transcutaneous (Non-Invasive)"
DRP,"Tourniquet, Automatic Rotating"
DRQ,"Amplifier And Signal Conditioner, Transducer Signal"
DRR,"Amplifier And Signal Conditioner, Biopotential"
DRS,"Transducer, Blood-Pressure, Extravascular"
DRT,"Monitor, Cardiac (Incl. Cardiotachometer & Rate Alarm)"
DRW,"Adaptor, Lead Switching, Electrocardiograph"
DRX,"Electrode, Electrocardiograph"
DRY,"Monitor, Blood-Gas, On-Line, Cardiopulmonary Bypass"
DRZ,Oscillometer
DSA,"Cable, Transducer And Electrode, Patient, (Including Connector)"
DSB,"Plethysmograph, Impedance"
DSF,"Recorder, Paper Chart"
DSH,"Recorder, Magnetic Tape, Medical"
DSI,"Detector And Alarm, Arrhythmia"
DSJ,"Alarm, Blood-Pressure"
DSK,"Computer, Blood-Pressure"
DSM,"Alarm, Leakage Current, Portable"
DSP,"System, Balloon, Intra-Aortic And Control"
DSR,"Stimulator, Carotid Sinus Nerve"
DSS,"Clip, Vascular"
DST,"Clip, Vena-Cava"
DSW,"Bag, Polymeric Mesh, Pacemaker"
DSY,"Prosthesis, Vascular Graft, Of 6mm And Greater Diameter"
DSZ,Pacemaker Battery
DTA,"Tester, Pacemaker Electrode Function"
DTB,Permanent Pacemaker Electrode
DTC,"Analyzer, Pacemaker Generator Function"
DTD,Pacemaker Lead Adaptor
DTE,"Pulse-Generator, Pacemaker, External"
DTF,"Tools, Pacemaker Service"
DTG,"Magnet, Test, Pacemaker"
DTI,"Sizer, Heart-Valve, Prosthesis"
DTJ,"Holder, Heart-Valve, Prosthesis"
DTK,"Filter, Intravascular, Cardiovascular"
DTL,"Adaptor, Stopcock, Manifold, Fitting, Cardiopulmonary Bypass"
DTM,"Filter, Blood, Cardiopulmonary Bypass, Arterial Line"
DTN,"Reservoir, Blood, Cardiopulmonary Bypass"
DTP,"Defoamer, Cardiopulmonary Bypass"
DTQ,"Console, Heart-Lung Machine, Cardiopulmonary Bypass"
DTR,"Heat-Exchanger, Cardiopulmonary Bypass"
DTS,"Sucker, Cardiotomy Return, Cardiopulmonary Bypass"
DTW,"Monitor And/Or Control, Level Sensing, Cardiopulmonary Bypass"
DTX,"Gas Control Unit, Cardiopulmonary Bypass"
DTY,"Sensor, Blood-Gas, In-Line, Cardiopulmonary Bypass"
DTZ,"Oxygenator, Cardiopulmonary Bypass"
DWA,"Control, Pump Speed, Cardiopulmonary Bypass"
DWB,"Pump, Blood, Cardiopulmonary Bypass, Roller Type"
DWC,"Controller, Temperature, Cardiopulmonary Bypass"
DWD,"Suction Control, Intracardiac, Cardiopulmonary Bypass"
DWE,"Tubing, Pump, Cardiopulmonary Bypass"
DWF,"Catheter, Cannula And Tubing, Vascular, Cardiopulmonary Bypass"
DWJ,"System, Thermal Regulating"
DWP,"Dilator, Vessel, Surgical"
DWQ,"Stripper, Vein, External"
DWS,"Instruments, Surgical, Cardiovascular"
DWX,"Stripper, Artery, Intraluminal"
DWZ,"Device, Biopsy, Endomyocardial"
DXC,"Clamp, Vascular"
DXE,"Catheter, Embolectomy"
DXF,"Catheter, Septostomy"
DXG,"Computer, Diagnostic, Pre-Programmed, Single-Function"
DXH,"Transmitters And Receivers, Electrocardiograph, Telephone"
DXJ,"Display, Cathode-Ray Tube, Medical"
DXK,Echocardiograph
DXL,"Injector, Indicator"
DXM,Densitometer
DXN,"System, Measurement, Blood-Pressure, Non-Invasive"
DXO,"Transducer, Pressure, Catheter Tip"
DXP,"Transducer, Vessel Occlusion"
DXQ,Blood Pressure Cuff
DXR,Ballistocardiograph
DXS,"Gauge, Pressure, Coronary, Cardiopulmonary Bypass"
DXW,"System, Phonocatheter, Intracavitary"
DXX,"System, Catheter Control, Steerable"
DXY,Implantable Pacemaker Pulse-Generator
DXZ,"Patch, Pledget And Intracardiac, Petp, Ptfe, Polypropylene"
DYB,"Introducer, Catheter"
DYC,Vectorcardiograph
DYE,Replacement Heart-Valve
DYF,"Prosthesis, Vascular Graft, Of Less Then 6mm Diameter"
DYG,"Catheter, Flow Directed"
JOD,"Filter, Blood, Cardiotomy Suction Line, Cardiopulmonary Bypass"
JOM,"Plethysmograph, Photoelectric, Pneumatic Or Hydraulic"
JON,"Transducer, Apex Cardiographic"
JOO,"Transducer, Heart Sound"
JOP,"Transducer, Ultrasonic"
JOQ,"Generator, Pulse, Pacemaker, External Programmable (For Electrophysiological Studies Only)"
JOR,"Generator, Pulsatile Flow, Cardiopulmonary Bypass"
JOW,"Sleeve, Limb, Compressible"
KFJ,"Materials, Repair Or Replacement, Pacemaker"
KFM,"Pump, Blood, Cardiopulmonary Bypass, Non-Roller Type"
KRA,"Catheter, Continuous Flush"
KRB,"Probe, Thermodilution"
KRC,"Tester, Electrode, Surface, Electrocardiographic"
KRD,"Device, Vascular, For Promoting Embolization"
KRE,"Analyzer, Pacemaker Generator Function, Indirect"
KRF,"Charger, Pacemaker"
KRG,"Programmer, Pacemaker"
KRH,"Ring, Annuloplasty"
KRI,"Accessory Equipment, Cardiopulmonary Bypass"
KRJ,"Filter, Prebypass, Cardiopulmonary Bypass"
KRK,"Manometer, Blood-Pressure, Venous"
KRL,"Detector, Bubble, Cardiopulmonary Bypass"
LDD,"Dc-Defibrillator, Low-Energy, (Including Paddles)"
LDE,"Stethoscope, Manual"
LDF,"Electrode, Pacemaker, Temporary"
LHX,"Trousers, Anti-Shock"
LIT,"Catheter, Angioplasty, Peripheral, Transluminal"
LIX,"Aid, Cardiopulmonary Resuscitation"
LOX,"Catheters, Transluminal Coronary Angioplasty, Percutaneous"
LXN,"Probe, Test, Heart-Valve"
MAB,"Marker, Cardiopulmonary Bypass (Vein Marker)"
MAL,"Graft, Vascular, Synthetic/Biologic Composite"
MAV,"Syringe, Balloon Inflation"
MCW,"Catheter, Peripheral, Atherectomy"
MFX,"Vessel Guard Or Cover, To Facilitate Revision Surgeries"
MFY,Endothelial Cell Harvesting Kit
MGZ,Valvulotome
MHX,"Monitor, Physiological, Patient(With Arrhythmia Detection Or Alarms)"
MJJ,"Cpb Check Valve, Retrograde Flow, In-Line"
MJN,"Catheter, Intravascular Occluding, Temporary"
MKJ,Automated External Defibrillators (Non-Wearable)
MLC,"Monitor, St Segment"
MLD,"Monitor, St Segment With Alarm"
MLN,"Electrode, Electrocardiograph, Multi-Function"
MLO,"Electrocardiograph, Ambulatory, With Analysis Algorithm"
MMX,"Device, Percutaneous Retrieval"
MNJ,"Valve, Pressure Relief, Cardiopulmonary Bypass"
MOP,"Rotator, Prosthetic Heart Valve"
MPC,Atrial Defibrillator
MPD,Auxiliary Power Supply (Ac Or Dc) For Low-Energy Dc-Defibrillator
MPE,Auxiliary Power Supply (Acor Dc) For External Transcutaneous Cardiac Pacemaker
MSX,"System, Network And Communication, Physiological Monitors"
MTD,"Catheter, Intracardiac Mapping, High-Density Array"
MWI,"Monitor, Physiological, Patient (Without Arrhythmia Detection Or Alarms)"
MWJ,"Electrocardiograph, Ambulatory (Without Analysis)"
MWS,"Stabilizer, Heart"
MXC,"Recorder, Event, Implantable Cardiac, (Without Arrhythmia Detection)"
MXD,"Recorder, Event, Implantable Cardiac, (With Arrhythmia Detection)"
MZY,"Graft, Vascular, Stainless Steel Tunneler"
NFA,Temporary Coronary Saphenous Vein Bypass Graft For Embolic Protection
NHW,"Electrode, Pacing And Cardioversion, Temporary, Epicardial"
NKO,"System, Balloon, Intra-Aortic And Control, Reprocessed"
NKQ,"Guidewire, Catheter, Reprocessed"
NKR,"System, Catheter Control, Reprocessed"
NKS,"Catheter, Steerable, Reprocessed"
NKU,"Injector And Syringe, Angiographic, Balloon Inflation, Reprocessed"
NKW,"Actuator, Syringe, For Injector, Reprocessed"
NLG,"Catheter, Intracardiac Mapping, High-Density, Reprocessed"
NLH,"Catheter, Recording, Electrode, Reprocessed"
NLI,"Catheter, Angiography, Reprocessed"
NLJ,"Stripper, Vein, External, Reprocessed"
NMB,"Catheter, Oximeter, Fiber Optic, Reprocessed"
NMD,"Oximeter, Tissue Saturation, Reprocessed"
NMF,"Clamp, Vascular, Reprocessed"
NMK,"Trocar, Reprocessed"
NMM,"Catheter, Angioplasty, Peripheral, Transluminal, Reprocessed"
NPP,Reprocessed Blood Pressure Cuff
NQG,"Stabilizer, Heart, Non-Compression, Reprocessed"
NQH,"Sensor, Pressure, Aneurysm, Implantable"
NSA,Over-The-Counter Automated External Defibrillator
NTE,Temporary Carotid Catheter For Embolic Capture
NVM,"Catheter, Angioplasty, Peripheral, Transluminal, Dual-Balloon"
NZE,Hyperthermia Monitor
OBI,"Catheter, Pressure Monitoring, Cardiac"
OBJ,"Catheter, Ultrasound, Intravascular"
OCH,"Oximeter, Infrared, Sporting, Aviation"
OED,Antimicrobial Blood Pressure Cuff
OEQ,Angiography/Angioplasty Kit
